name	taxonomy_id	taxonomy_lvl	PM06-C1D01_num	PM06-C1D01_frac	PM06-C1D02_num	PM06-C1D02_frac	PM06-C1D15_num	PM06-C1D15_frac	PM06-C1D36_num	PM06-C1D36_frac	PM06-S1_num	PM06-S1_frac
Gallionella	96	G	26	0.00001	23	0.00000	1	0.00000	6	0.00000	0	0.00000
Sulfuricella	935200	G	14	0.00001	45	0.00001	19	0.00001	41	0.00001	4	0.00000
Sideroxydans	314343	G	4	0.00000	8	0.00000	7	0.00000	34	0.00001	0	0.00000
Sulfuriferula	1778653	G	26	0.00001	64	0.00001	25	0.00001	115	0.00002	6	0.00000
Sterolibacterium	157591	G	1	0.00000	31	0.00001	40	0.00001	45	0.00001	0	0.00000
Denitratisoma	311181	G	1	0.00000	26	0.00000	37	0.00001	38	0.00001	2	0.00000
Sulfuritortus	1938335	G	2	0.00000	29	0.00001	1	0.00000	7	0.00000	1	0.00000
Candidatus Kinetoplastibacterium	33055	G	70	0.00003	1	0.00000	10	0.00000	3	0.00000	0	0.00000
Casimicrobium	2706000	G	3	0.00000	3	0.00000	5	0.00000	11	0.00000	0	0.00000
Azoarcus	12960	G	26	0.00001	340	0.00006	153	0.00004	341	0.00007	2	0.00000
Thauera	33057	G	10	0.00000	149	0.00003	86	0.00002	197	0.00004	5	0.00000
Azospira	146937	G	2	0.00000	21	0.00000	7	0.00000	31	0.00001	0	0.00000
Campylobacter	194	G	4226	0.00164	756	0.00014	818	0.00023	2050	0.00040	16	0.00000
Arcobacter	28196	G	428	0.00017	77	0.00001	86	0.00002	141	0.00003	5	0.00000
Halarcobacter	2321115	G	163	0.00006	10	0.00000	7	0.00000	17	0.00000	0	0.00000
Aliiarcobacter	2321111	G	17	0.00001	11	0.00000	13	0.00000	23	0.00000	0	0.00000
Pseudoarcobacter	2321113	G	9	0.00000	0	0.00000	1	0.00000	2	0.00000	0	0.00000
Sulfurospirillum	57665	G	237	0.00009	23	0.00000	19	0.00001	23	0.00000	0	0.00000
Sulfurimonas	202746	G	195	0.00008	22	0.00000	27	0.00001	34	0.00001	1	0.00000
Helicobacter	209	G	85	0.00003	85	0.00002	77	0.00002	101	0.00002	0	0.00000
Nitratifractor	269260	G	2	0.00000	30	0.00001	16	0.00000	34	0.00001	0	0.00000
Sulfurovum	265570	G	98	0.00004	7	0.00000	17	0.00000	7	0.00000	0	0.00000
Nitratiruptor	269258	G	3	0.00000	1	0.00000	4	0.00000	7	0.00000	0	0.00000
Caminibacter	191301	G	15	0.00001	2	0.00000	5	0.00000	12	0.00000	0	0.00000
Cetia	1775691	G	7	0.00000	0	0.00000	0	0.00000	4	0.00000	0	0.00000
Nautilia	191291	G	3	0.00000	5	0.00000	10	0.00000	7	0.00000	0	0.00000
Desulfovibrio	872	G	195	0.00008	6894	0.00128	3106	0.00088	1082	0.00021	13	0.00000
Lawsonia	41707	G	51	0.00002	2	0.00000	6	0.00000	8	0.00000	2	0.00000
Pseudodesulfovibrio	2035811	G	25	0.00001	81	0.00002	48	0.00001	139	0.00003	0	0.00000
Desulfocurvibacter	2582840	G	1	0.00000	47	0.00001	15	0.00000	34	0.00001	0	0.00000
Desulfomicrobium	898	G	2	0.00000	20	0.00000	27	0.00001	23	0.00000	0	0.00000
Geobacter	28231	G	179	0.00007	434	0.00008	229	0.00006	529	0.00010	0	0.00000
Geoalkalibacter	392332	G	10	0.00000	65	0.00001	48	0.00001	70	0.00001	0	0.00000
Pelobacter	18	G	24	0.00001	176	0.00003	85	0.00002	186	0.00004	0	0.00000
Desulfuromonas	890	G	19	0.00001	11	0.00000	19	0.00001	35	0.00001	0	0.00000
Desulfobacula	28222	G	75	0.00003	7	0.00000	3	0.00000	10	0.00000	0	0.00000
Desulfobacter	2289	G	67	0.00003	46	0.00001	42	0.00001	89	0.00002	0	0.00000
Desulfatibacillum	218207	G	32	0.00001	9	0.00000	19	0.00001	19	0.00000	0	0.00000
Desulfobacterium	2295	G	12	0.00000	31	0.00001	15	0.00000	28	0.00001	0	0.00000
Desulfosarcina	2299	G	11	0.00000	54	0.00001	52	0.00001	85	0.00002	1	0.00000
Desulfococcus	896	G	8	0.00000	40	0.00001	32	0.00001	52	0.00001	1	0.00000
Desulfobulbus	893	G	7	0.00000	53	0.00001	33	0.00001	62	0.00001	0	0.00000
Desulfopila	429014	G	7	0.00000	36	0.00001	37	0.00001	46	0.00001	0	0.00000
Desulfotalea	109168	G	1	0.00000	3	0.00000	1	0.00000	8	0.00000	0	0.00000
Myxococcus	32	G	57	0.00002	74	0.00001	65	0.00002	122	0.00002	1	0.00000
Corallococcus	83461	G	8	0.00000	60	0.00001	33	0.00001	73	0.00001	4	0.00000
Anaeromyxobacter	161492	G	16	0.00001	27	0.00001	24	0.00001	67	0.00001	1	0.00000
Vulgatibacter	1524214	G	3	0.00000	9	0.00000	4	0.00000	23	0.00000	0	0.00000
Archangium	47	G	2	0.00000	12	0.00000	6	0.00000	32	0.00001	0	0.00000
Sorangium	39643	G	12	0.00000	82	0.00002	46	0.00001	106	0.00002	0	0.00000
Pajaroellobacter	1882917	G	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Minicystis	1649470	G	4	0.00000	34	0.00001	11	0.00000	38	0.00001	1	0.00000
Labilithrix	1524217	G	1	0.00000	15	0.00000	12	0.00000	24	0.00000	0	0.00000
Haliangium	162027	G	2	0.00000	33	0.00001	24	0.00001	32	0.00001	0	0.00000
Hippea	84404	G	33	0.00001	5	0.00000	0	0.00000	4	0.00000	0	0.00000
Desulfurella	33001	G	13	0.00001	0	0.00000	2	0.00000	8	0.00000	0	0.00000
Syntrophobacter	29526	G	13	0.00001	8	0.00000	8	0.00000	14	0.00000	0	0.00000
Desulfoglaeba	361106	G	10	0.00000	12	0.00000	1	0.00000	13	0.00000	1	0.00000
Syntrophus	43773	G	15	0.00001	36	0.00001	18	0.00001	28	0.00001	0	0.00000
Candidatus Desulfofervidus	1902583	G	2	0.00000	1	0.00000	8	0.00000	6	0.00000	0	0.00000
Bradyrhizobium	374	G	230	0.00009	529	0.00010	271	0.00008	671	0.00013	17	0.00000
Tardiphaga	1395974	G	133	0.00005	2	0.00000	13	0.00000	8	0.00000	0	0.00000
Rhodopseudomonas	1073	G	51	0.00002	65	0.00001	81	0.00002	130	0.00003	1	0.00000
Bosea	85413	G	15	0.00001	140	0.00003	49	0.00001	116	0.00002	1	0.00000
Nitrobacter	911	G	2	0.00000	29	0.00001	21	0.00001	45	0.00001	0	0.00000
Oligotropha	40136	G	1	0.00000	6	0.00000	3	0.00000	7	0.00000	0	0.00000
Variibacter	1649510	G	1	0.00000	62	0.00001	17	0.00000	62	0.00001	0	0.00000
Mesorhizobium	68287	G	191	0.00007	364	0.00007	213	0.00006	511	0.00010	3	0.00000
Phyllobacterium	28100	G	23	0.00001	3	0.00000	2	0.00000	18	0.00000	0	0.00000
Aminobacter	31988	G	21	0.00001	50	0.00001	26	0.00001	40	0.00001	0	0.00000
Lentilitoribacter	1649463	G	4	0.00000	2	0.00000	5	0.00000	2	0.00000	0	0.00000
Roseitalea	1915401	G	2	0.00000	3	0.00000	1	0.00000	13	0.00000	0	0.00000
Nitratireductor	245876	G	1	0.00000	6	0.00000	5	0.00000	37	0.00001	0	0.00000
Hoeflea	274591	G	1	0.00000	29	0.00001	15	0.00000	29	0.00001	0	0.00000
Chelativorans	449972	G	1	0.00000	2	0.00000	1	0.00000	11	0.00000	0	0.00000
Rhizobium	379	G	175	0.00007	456	0.00008	295	0.00008	615	0.00012	153	0.00002
Agrobacterium	357	G	55	0.00002	245	0.00005	110	0.00003	367	0.00007	30	0.00000
Neorhizobium	1525371	G	1	0.00000	46	0.00001	28	0.00001	56	0.00001	6	0.00000
Sinorhizobium	28105	G	18	0.00001	271	0.00005	94	0.00003	263	0.00005	19	0.00000
Ensifer	106591	G	4	0.00000	83	0.00002	28	0.00001	77	0.00002	8	0.00000
Liberibacter	34019	G	4	0.00000	3	0.00000	9	0.00000	6	0.00000	0	0.00000
Methylocystis	133	G	121	0.00005	114	0.00002	30	0.00001	113	0.00002	0	0.00000
Terasakiella	196080	G	7	0.00000	6	0.00000	10	0.00000	5	0.00000	0	0.00000
Bartonella	773	G	110	0.00004	51	0.00001	45	0.00001	141	0.00003	3	0.00000
Martelella	293088	G	28	0.00001	26	0.00000	29	0.00001	43	0.00001	5	0.00000
Aureimonas	414371	G	1	0.00000	21	0.00000	10	0.00000	29	0.00001	0	0.00000
Candidatus Phaeomarinobacter	1541445	G	17	0.00001	1	0.00000	9	0.00000	8	0.00000	0	0.00000
Parvibaculum	256616	G	1	0.00000	23	0.00000	12	0.00000	25	0.00000	0	0.00000
Pyruvatibacter	1742974	G	1	0.00000	5	0.00000	8	0.00000	6	0.00000	0	0.00000
Methylorubrum	2282523	G	9	0.00000	65	0.00001	48	0.00001	103	0.00002	0	0.00000
Methylobacterium	407	G	8	0.00000	141	0.00003	83	0.00002	177	0.00003	6	0.00000
Microvirga	186650	G	2	0.00000	11	0.00000	20	0.00001	45	0.00001	17	0.00000
Ochrobactrum	528	G	17	0.00001	13	0.00000	84	0.00002	41	0.00001	14	0.00000
Brucella	234	G	2	0.00000	19	0.00000	8	0.00000	65	0.00001	0	0.00000
Devosia	46913	G	11	0.00000	64	0.00001	29	0.00001	73	0.00001	0	0.00000
Maritalea	623276	G	2	0.00000	8	0.00000	13	0.00000	8	0.00000	0	0.00000
Pelagibacterium	1082930	G	2	0.00000	14	0.00000	8	0.00000	8	0.00000	0	0.00000
Pseudolabrys	556257	G	11	0.00000	22	0.00000	14	0.00000	36	0.00001	0	0.00000
Azorhizobium	6	G	1	0.00000	6	0.00000	8	0.00000	23	0.00000	0	0.00000
Ancylobacter	99	G	1	0.00000	4	0.00000	13	0.00000	20	0.00000	3	0.00000
Starkeya	152053	G	1	0.00000	3	0.00000	86	0.00002	154	0.00003	0	0.00000
Methylovirgula	1156568	G	10	0.00000	0	0.00000	1	0.00000	4	0.00000	0	0.00000
Methyloligella	1485594	G	2	0.00000	7	0.00000	5	0.00000	11	0.00000	0	0.00000
Hartmannibacter	1572860	G	1	0.00000	5	0.00000	17	0.00000	18	0.00000	0	0.00000
Chelatococcus	28209	G	1	0.00000	50	0.00001	12	0.00000	34	0.00001	0	0.00000
Roseivivax	93682	G	82	0.00003	36	0.00001	4	0.00000	28	0.00001	0	0.00000
Celeribacter	875170	G	83	0.00003	181	0.00003	105	0.00003	152	0.00003	1	0.00000
Labrenzia	478070	G	55	0.00002	144	0.00003	63	0.00002	285	0.00006	0	0.00000
Pannonibacter	227873	G	44	0.00002	45	0.00001	20	0.00001	37	0.00001	0	0.00000
Paracoccus	265	G	19	0.00001	155	0.00003	94	0.00003	194	0.00004	9	0.00000
Octadecabacter	53945	G	19	0.00001	25	0.00000	27	0.00001	40	0.00001	0	0.00000
Rhodobacter	1060	G	11	0.00000	60	0.00001	33	0.00001	94	0.00002	2	0.00000
Sulfitobacter	60136	G	10	0.00000	97	0.00002	89	0.00003	148	0.00003	1	0.00000
Parasedimentitalea	2738399	G	9	0.00000	2	0.00000	3	0.00000	7	0.00000	0	0.00000
Tateyamaria	299261	G	7	0.00000	1	0.00000	2	0.00000	0	0.00000	0	0.00000
Rhodovulum	34008	G	6	0.00000	8	0.00000	13	0.00000	67	0.00001	0	0.00000
Planktomarina	1284657	G	6	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000
Stappia	152161	G	4	0.00000	15	0.00000	25	0.00001	48	0.00001	1	0.00000
Pseudohalocynthiibacter	1759417	G	4	0.00000	5	0.00000	4	0.00000	1	0.00000	0	0.00000
Thalassococcus	436357	G	3	0.00000	6	0.00000	7	0.00000	1	0.00000	0	0.00000
Monaibacterium	2029873	G	3	0.00000	1	0.00000	5	0.00000	12	0.00000	0	0.00000
Leisingera	191028	G	3	0.00000	7	0.00000	16	0.00000	24	0.00000	0	0.00000
Mameliella	1434019	G	3	0.00000	6	0.00000	6	0.00000	9	0.00000	0	0.00000
Epibacterium	1649279	G	2	0.00000	17	0.00000	9	0.00000	30	0.00001	0	0.00000
Pelagibaca	360528	G	2	0.00000	19	0.00000	21	0.00001	19	0.00000	0	0.00000
Litoreibacter	947567	G	2	0.00000	16	0.00000	1	0.00000	11	0.00000	0	0.00000
Defluviimonas	1097466	G	2	0.00000	1	0.00000	4	0.00000	2	0.00000	0	0.00000
Phaeobacter	302485	G	2	0.00000	26	0.00000	35	0.00001	63	0.00001	1	0.00000
Halocynthiibacter	1579315	G	2	0.00000	1	0.00000	1	0.00000	7	0.00000	0	0.00000
Silicimonas	1955420	G	2	0.00000	0	0.00000	2	0.00000	5	0.00000	1	0.00000
Gemmobacter	204456	G	2	0.00000	30	0.00001	19	0.00001	46	0.00001	3	0.00000
Ruegeria	97050	G	2	0.00000	2	0.00000	4	0.00000	1	0.00000	0	0.00000
Roseovarius	74030	G	2	0.00000	33	0.00001	25	0.00001	84	0.00002	0	0.00000
Roseobacter	2433	G	2	0.00000	26	0.00000	10	0.00000	19	0.00000	0	0.00000
Boseongicola	1648497	G	1	0.00000	4	0.00000	3	0.00000	5	0.00000	0	0.00000
Haematobacter	366614	G	1	0.00000	0	0.00000	7	0.00000	8	0.00000	0	0.00000
Yoonia	2211641	G	1	0.00000	0	0.00000	1	0.00000	2	0.00000	0	0.00000
Paraoceanicella	2683599	G	1	0.00000	9	0.00000	6	0.00000	34	0.00001	0	0.00000
Roseibacterium	159345	G	1	0.00000	1	0.00000	3	0.00000	7	0.00000	0	0.00000
Yangia	354203	G	1	0.00000	31	0.00001	19	0.00001	41	0.00001	0	0.00000
Pseudorhodobacter	238783	G	1	0.00000	3	0.00000	3	0.00000	5	0.00000	10	0.00000
Maribius	387095	G	1	0.00000	12	0.00000	6	0.00000	6	0.00000	0	0.00000
Hyphobacterium	2004661	G	285	0.00011	41	0.00001	23	0.00001	48	0.00001	0	0.00000
Hyphomonas	85	G	12	0.00000	27	0.00001	21	0.00001	36	0.00001	0	0.00000
Maricaulis	74317	G	3	0.00000	31	0.00001	7	0.00000	21	0.00000	0	0.00000
Glycocaulis	1433402	G	2	0.00000	2	0.00000	5	0.00000	0	0.00000	0	0.00000
Altererythrobacter	361177	G	357	0.00014	95	0.00002	56	0.00002	85	0.00002	0	0.00000
Erythrobacter	1041	G	18	0.00001	155	0.00003	76	0.00002	166	0.00003	0	0.00000
Qipengyuania	1855416	G	3	0.00000	9	0.00000	3	0.00000	11	0.00000	0	0.00000
Croceicoccus	1295327	G	2	0.00000	29	0.00001	26	0.00001	41	0.00001	0	0.00000
Sphingomonas	13687	G	157	0.00006	488	0.00009	278	0.00008	597	0.00012	13	0.00000
Sphingobium	165695	G	55	0.00002	248	0.00005	159	0.00005	310	0.00006	10	0.00000
Sphingopyxis	165697	G	23	0.00001	87	0.00002	80	0.00002	147	0.00003	3	0.00000
Zymomonas	541	G	16	0.00001	8	0.00000	5	0.00000	22	0.00000	0	0.00000
Novosphingobium	165696	G	13	0.00001	85	0.00002	69	0.00002	103	0.00002	1	0.00000
Blastomonas	150203	G	3	0.00000	1	0.00000	1	0.00000	6	0.00000	1	0.00000
Citromicrobium	72173	G	2	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000
Sandaracinobacter	56358	G	1	0.00000	3	0.00000	13	0.00000	11	0.00000	0	0.00000
Tardibacter	2685927	G	173	0.00007	2	0.00000	5	0.00000	12	0.00000	0	0.00000
Neokomagataea	1223423	G	96	0.00004	19	0.00000	9	0.00000	81	0.00002	0	0.00000
Acetobacter	434	G	48	0.00002	66	0.00001	63	0.00002	108	0.00002	3	0.00000
Bombella	1654741	G	26	0.00001	6	0.00000	8	0.00000	20	0.00000	1	0.00000
Komagataeibacter	1434011	G	11	0.00000	176	0.00003	82	0.00002	177	0.00003	10	0.00000
Gluconobacter	441	G	10	0.00000	9	0.00000	8	0.00000	30	0.00001	0	0.00000
Swingsia	1649499	G	7	0.00000	2	0.00000	5	0.00000	8	0.00000	0	0.00000
Roseomonas	125216	G	6	0.00000	83	0.00002	37	0.00001	72	0.00001	2	0.00000
Granulibacter	364409	G	5	0.00000	6	0.00000	10	0.00000	16	0.00000	0	0.00000
Commensalibacter	1079922	G	3	0.00000	0	0.00000	0	0.00000	3	0.00000	1	0.00000
Acidiphilium	522	G	2	0.00000	12	0.00000	8	0.00000	6	0.00000	0	0.00000
Parasaccharibacter	1602345	G	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Thalassospira	168934	G	81	0.00003	19	0.00000	15	0.00000	44	0.00001	6	0.00000
Rhodospirillum	1081	G	60	0.00002	3	0.00000	10	0.00000	27	0.00001	3	0.00000
Azospirillum	191	G	49	0.00002	204	0.00004	86	0.00002	253	0.00005	1	0.00000
Magnetospirillum	13134	G	12	0.00000	555	0.00010	146	0.00004	523	0.00010	0	0.00000
Candidatus Endolissoclinum	1263978	G	7	0.00000	1	0.00000	1	0.00000	1	0.00000	0	0.00000
Magnetospira	1182780	G	5	0.00000	2	0.00000	5	0.00000	12	0.00000	1	0.00000
Niveispirillum	1543704	G	5	0.00000	7	0.00000	4	0.00000	26	0.00001	1	0.00000
Hypericibacter	2705399	G	3	0.00000	36	0.00001	30	0.00001	61	0.00001	0	0.00000
Tistrella	171436	G	2	0.00000	52	0.00001	17	0.00000	27	0.00001	0	0.00000
Nitrospirillum	1543705	G	3	0.00000	10	0.00000	8	0.00000	31	0.00001	0	0.00000
Indioceanicola	2478349	G	1	0.00000	41	0.00001	15	0.00000	23	0.00000	0	0.00000
Ehrlichia	943	G	109	0.00004	6	0.00000	10	0.00000	7	0.00000	2	0.00000
Wolbachia	953	G	51	0.00002	20	0.00000	27	0.00001	45	0.00001	4	0.00000
Anaplasma	768	G	2	0.00000	12	0.00000	4	0.00000	11	0.00000	0	0.00000
Rickettsia	780	G	97	0.00004	16	0.00000	17	0.00000	22	0.00000	0	0.00000
Orientia	69474	G	3	0.00000	2	0.00000	3	0.00000	9	0.00000	0	0.00000
Candidatus Phycorickettsia	2115980	G	12	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Candidatus Midichloria	411566	G	203	0.00008	7	0.00000	2	0.00000	11	0.00000	0	0.00000
Candidatus Pelagibacter	198251	G	56	0.00002	9	0.00000	6	0.00000	7	0.00000	0	0.00000
Candidatus Fonsibacter	2045213	G	2	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Candidatus Cytomitobacter	2601574	G	96	0.00004	4	0.00000	4	0.00000	4	0.00000	0	0.00000
Candidatus Nesciobacter	2601651	G	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Candidatus Paracaedibacter	1521255	G	34	0.00001	4	0.00000	5	0.00000	8	0.00000	0	0.00000
Micavibrio	213485	G	84	0.00003	14	0.00000	17	0.00000	20	0.00000	0	0.00000
Phreatobacter	1632780	G	4	0.00000	90	0.00002	39	0.00001	74	0.00001	0	0.00000
Candidatus Puniceispirillum	767891	G	3	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000
Brevundimonas	41275	G	32	0.00001	140	0.00003	80	0.00002	151	0.00003	4	0.00000
Caulobacter	75	G	8	0.00000	171	0.00003	45	0.00001	117	0.00002	2	0.00000
Asticcacaulis	76890	G	8	0.00000	6	0.00000	7	0.00000	16	0.00000	0	0.00000
Terricaulis	2768684	G	1	0.00000	6	0.00000	3	0.00000	15	0.00000	0	0.00000
Emcibacter	1602338	G	20	0.00001	29	0.00001	34	0.00001	57	0.00001	0	0.00000
Parvularcula	208215	G	1	0.00000	1	0.00000	1	0.00000	3	0.00000	0	0.00000
Bacteriovorax	146784	G	151	0.00006	21	0.00000	16	0.00000	17	0.00000	0	0.00000
Halobacteriovorax	1652133	G	16	0.00001	34	0.00001	39	0.00001	66	0.00001	1	0.00000
Bdellovibrio	958	G	181	0.00007	98	0.00002	48	0.00001	110	0.00002	0	0.00000
Silvanigrella	2024975	G	14	0.00001	10	0.00000	9	0.00000	19	0.00000	0	0.00000
Acidithiobacillus	119977	G	48	0.00002	32	0.00001	28	0.00001	48	0.00001	7	0.00000
Mariprofundus	377315	G	16	0.00001	10	0.00000	15	0.00000	15	0.00000	0	0.00000
Hydrogenophilus	70774	G	2	0.00000	5	0.00000	4	0.00000	27	0.00001	0	0.00000
Veillonella	29465	G	280260	0.10859	19953	0.00371	995	0.00028	796	0.00016	38698	0.00621
Megasphaera	906	G	3280	0.00127	179	0.00003	113	0.00003	196	0.00004	11	0.00000
Dialister	39948	G	216	0.00008	29	0.00001	51	0.00001	66	0.00001	1	0.00000
Megamonas	158846	G	357	0.00014	31	0.00001	29	0.00001	50	0.00001	11	0.00000
Selenomonas	970	G	181	0.00007	153	0.00003	251	0.00007	328	0.00006	6	0.00000
Pectinatus	864	G	49	0.00002	9	0.00000	13	0.00000	47	0.00001	0	0.00000
Pelosinus	365348	G	239	0.00009	24	0.00000	25	0.00001	36	0.00001	14	0.00000
Sporomusa	2375	G	58	0.00002	33	0.00001	15	0.00000	20	0.00000	1	0.00000
Methylomusa	2093783	G	29	0.00001	11	0.00000	20	0.00001	42	0.00001	0	0.00000
Phascolarctobacterium	33024	G	134	0.00005	31220	0.00580	99784	0.02824	65236	0.01278	29	0.00000
Acidaminococcus	904	G	66	0.00003	98	0.00002	87	0.00002	181	0.00004	0	0.00000
Enterococcus	1350	G	38779	0.01503	13544	0.00252	834	0.00024	956	0.00019	92211	0.01481
Tetragenococcus	51668	G	264	0.00010	31	0.00001	10	0.00000	46	0.00001	2	0.00000
Vagococcus	2737	G	248	0.00010	29	0.00001	50	0.00001	66	0.00001	7	0.00000
Melissococcus	33969	G	38	0.00001	11	0.00000	11	0.00000	18	0.00000	0	0.00000
Lactobacillus	1578	G	7502	0.00291	1670	0.00031	1248	0.00035	1000	0.00020	5539	0.00089
Limosilactobacillus	2742598	G	1511	0.00059	2581	0.00048	78	0.00002	12	0.00000	5902	0.00095
Pediococcus	1253	G	155	0.00006	36	0.00001	28	0.00001	50	0.00001	6	0.00000
Lactiplantibacillus	2767842	G	225	0.00009	392	0.00007	33	0.00001	25	0.00000	51	0.00001
Liquorilactobacillus	2767888	G	52	0.00002	20	0.00000	22	0.00001	19	0.00000	3	0.00000
Acetilactobacillus	2767874	G	1	0.00000	6	0.00000	15	0.00000	5	0.00000	1	0.00000
Streptococcus	1301	G	3974	0.00154	4373	0.00081	2584	0.00073	1856	0.00036	1852	0.00030
Lactococcus	1357	G	340	0.00013	90	0.00002	123	0.00003	357	0.00007	141	0.00002
Leuconostoc	1243	G	328	0.00013	27	0.00001	86	0.00002	105	0.00002	631	0.00010
Weissella	46255	G	232	0.00009	108	0.00002	54	0.00002	38	0.00001	21	0.00000
Oenococcus	46254	G	141	0.00005	19	0.00000	18	0.00001	21	0.00000	0	0.00000
Carnobacterium	2747	G	303	0.00012	20	0.00000	44	0.00001	67	0.00001	34	0.00001
Jeotgalibaca	1470540	G	155	0.00006	18	0.00000	37	0.00001	32	0.00001	10	0.00000
Marinilactibacillus	191769	G	148	0.00006	5	0.00000	5	0.00000	14	0.00000	0	0.00000
Dolosigranulum	29393	G	48	0.00002	8	0.00000	9	0.00000	16	0.00000	1	0.00000
Abiotrophia	46123	G	62	0.00002	15	0.00000	11	0.00000	53	0.00001	120	0.00002
Suicoccus	2689587	G	56	0.00002	2	0.00000	8	0.00000	8	0.00000	2	0.00000
Aerococcus	1375	G	50	0.00002	12	0.00000	43	0.00001	66	0.00001	1	0.00000
Bacillus	1386	G	4547	0.00176	956	0.00018	1454	0.00041	2062	0.00040	66	0.00001
Virgibacillus	84406	G	383	0.00015	151	0.00003	117	0.00003	314	0.00006	14	0.00000
Alkalihalobacillus	2675234	G	302	0.00012	43	0.00001	50	0.00001	95	0.00002	2	0.00000
Lysinibacillus	400634	G	293	0.00011	40	0.00001	60	0.00002	105	0.00002	4	0.00000
Gracilibacillus	74385	G	237	0.00009	7	0.00000	8	0.00000	23	0.00000	2	0.00000
Geobacillus	129337	G	256	0.00010	96	0.00002	81	0.00002	184	0.00004	0	0.00000
Cytobacillus	2675230	G	133	0.00005	54	0.00001	112	0.00003	109	0.00002	8	0.00000
Peribacillus	2675229	G	126	0.00005	42	0.00001	59	0.00002	132	0.00003	0	0.00000
Oceanobacillus	182709	G	94	0.00004	8	0.00000	20	0.00001	50	0.00001	0	0.00000
Metabacillus	2675233	G	91	0.00004	13	0.00000	41	0.00001	38	0.00001	2	0.00000
Halobacillus	45667	G	84	0.00003	52	0.00001	37	0.00001	73	0.00001	0	0.00000
Salicibibacter	2685905	G	78	0.00003	12	0.00000	12	0.00000	13	0.00000	0	0.00000
Aeribacillus	1055323	G	108	0.00004	24	0.00000	27	0.00001	39	0.00001	0	0.00000
Mesobacillus	2675231	G	71	0.00003	10	0.00000	30	0.00001	31	0.00001	0	0.00000
Psychrobacillus	1221880	G	78	0.00003	0	0.00000	22	0.00001	24	0.00000	0	0.00000
Fictibacillus	1329200	G	61	0.00002	15	0.00000	33	0.00001	36	0.00001	2	0.00000
Amphibacillus	29331	G	47	0.00002	13	0.00000	92	0.00003	44	0.00001	0	0.00000
Paraliobacillus	200903	G	46	0.00002	5	0.00000	5	0.00000	10	0.00000	0	0.00000
Lentibacillus	175304	G	41	0.00002	12	0.00000	8	0.00000	14	0.00000	1	0.00000
Anoxybacillus	150247	G	40	0.00002	69	0.00001	63	0.00002	73	0.00001	0	0.00000
Pradoshia	2651279	G	34	0.00001	0	0.00000	10	0.00000	23	0.00000	0	0.00000
Neobacillus	2675232	G	28	0.00001	42	0.00001	53	0.00002	109	0.00002	1	0.00000
Terribacillus	459532	G	24	0.00001	8	0.00000	8	0.00000	12	0.00000	0	0.00000
Salimicrobium	351195	G	36	0.00001	21	0.00000	20	0.00001	43	0.00001	0	0.00000
Pontibacillus	289201	G	10	0.00000	6	0.00000	7	0.00000	18	0.00000	0	0.00000
Parageobacillus	1906945	G	26	0.00001	11	0.00000	19	0.00001	24	0.00000	0	0.00000
Paenibacillus	44249	G	2696	0.00104	1906	0.00035	2519	0.00071	7743	0.00152	15	0.00000
Brevibacillus	55080	G	209	0.00008	107	0.00002	149	0.00004	217	0.00004	8	0.00000
Cohnella	329857	G	53	0.00002	20	0.00000	44	0.00001	67	0.00001	0	0.00000
Aneurinibacillus	55079	G	30	0.00001	32	0.00001	30	0.00001	73	0.00001	2	0.00000
Thermobacillus	76632	G	17	0.00001	43	0.00001	31	0.00001	83	0.00002	0	0.00000
Saccharibacillus	456492	G	4	0.00000	53	0.00001	31	0.00001	53	0.00001	0	0.00000
Staphylococcus	1279	G	2240	0.00087	329	0.00006	367	0.00010	514	0.00010	76	0.00001
Macrococcus	69965	G	526	0.00020	5	0.00000	17	0.00000	22	0.00000	0	0.00000
Salinicoccus	45669	G	17	0.00001	29	0.00001	22	0.00001	26	0.00001	0	0.00000
Auricoccus	2005363	G	17	0.00001	0	0.00000	6	0.00000	6	0.00000	0	0.00000
Jeotgalicoccus	227979	G	13	0.00001	2	0.00000	18	0.00001	10	0.00000	0	0.00000
Listeria	1637	G	705	0.00027	105	0.00002	118	0.00003	202	0.00004	1	0.00000
Brochothrix	2755	G	37	0.00001	2	0.00000	6	0.00000	6	0.00000	0	0.00000
Planococcus	1372	G	249	0.00010	124	0.00002	118	0.00003	256	0.00005	4	0.00000
Solibacillus	648800	G	188	0.00007	21	0.00000	21	0.00001	80	0.00002	1	0.00000
Sporosarcina	1569	G	99	0.00004	34	0.00001	94	0.00003	113	0.00002	0	0.00000
Kurthia	1649	G	47	0.00002	5	0.00000	10	0.00000	10	0.00000	0	0.00000
Jeotgalibacillus	157226	G	23	0.00001	2	0.00000	18	0.00001	14	0.00000	2	0.00000
